web-scraper-order,web-scraper-start-url,links,links-href,Pages,Pages-href,Country,Place,Details
1702447375-39,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"22. Gulangyu Island9.24.4/537.9k Reviewsbased on 5.7k reviewNo. 1 of Top Best Things to Do in FujianUNESCO World Heritage - Cultural SitesHistorical ArchitecturesIslands/PeninsulasBeachesamlam888Gulangyu A romantic island with mountains, seas, ancient houses, traces of history, food and romantic sunrise and sunset are most suitable for couples to travel. It is highly recommended to travel.China · XiamenFree",https://my.trip.com/travel-guide/attraction/xiamen/gulangyu-island-10524162/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/3.html/?locale=en-MY&curr=MYR,China,Gulangyu Island,"Gulangyu Island is a tiny island located on the estuary of the Chiu-lung River, facing the city of Xiamen. It is a Unesco World Heritage Site that used to be an important window for Sino-foreign exchanges during the 19th and 20th century. The island is a popular attraction for architecture enthusiasts, providing a mixture of different architectural styles including Traditional Southern Fujian Style, Western Classical Revival Style and Veranda Colonial Style. You can hike up the Sun Rock to overlook the whole island, take a walk in the Shuzhuang Garden (including the Piano Museum) which is one of the finest Jiangnan classical gardens, visit the Hao Yue Garden containing architectures from the Ming Dynasty (including a statue of national hero Zheng Chenggong), the organ museum, and the international letter carving art museum. Don't forget to send yourself a postcard from the future at local stores!"
1702447383-40,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"21. Chimelong Safari Park9.24.7/555.2k Reviewsbased on 1.4k reviewNo. 1 of Top Best Things to Do in GuangdongZoosGeneWong0015 hours on weekdays can be leisure enough to play, relax and stress free! No one is so comfortable in the morning, the south gate is a little smaller, and there are children and students starting around 11 o'clock. The army should travel at school.Available TomorrowChina · GuangzhouFrom RM 234.60",https://my.trip.com/travel-guide/attraction/guangzhou/chimelong-safari-park-76896/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/3.html/?locale=en-MY&curr=MYR,China,Chimelong Safari Park,"Chimelong Safari Park is part of the Chimelong Tourist Resort. Located in Guangzhou's Panyu, it is China's first and Guangzhou's only ""AAAAA"" grade scenic area. It is also the filming location of the famous reality show “Dad, Where Are We Going”. The park spans over 2000 acres of land including a large section of undisrupted Southeast China subtropical rainforest making it the largest eco-zoo in China. The park contains many wild animals from all over the world, of which many are rare species. It is a great place for family trips, there are plenty of animal performances in the park, and there is also a park zone designed specifically for children. It's a lot of fun!"
1702447395-41,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"Open at 18:1020. ""The Song of Everlasting Sorrow""9.24.6/514.3k Reviewsbased on 52 reviewNo. 3 of Top Best Things to Do in Xi'anPerformancesFollowPattyToThe song of Changhen is a must-see for every visit to Xi'an. The performance for more than an hour, there is no cold field, as if seeing Bai Juyi's love story of Tang Xuanzong and Yang Guifei happen in front of you, which is absolutely impressive.China · Xi'an",https://my.trip.com/travel-guide/attraction/xi-an/the-song-of-everlasting-sorrow-10758966/?locale=en-MY&curr=MYR,2,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/2.html/?locale=en-MY&curr=MYR,China,"""The Song of Everlasting Sorrow""","""Song of Everlasting Sorrow"" is a historical drama adapted from the poem of the famous Tang Dynasty poet Bai Juyi. The drama describes the love story between Emperor Tang Xuanzong and his concubine Yang Guifei during the Tang Dynasty. The performance venue is in Huaqing Palace, a famous scenic spot in Xi’an, and the famous Mount Lishan serves as the background of the performance. By means of mountain and river scenes, classic music and dance, narrative poem, high-tech lighting, acoustics and special effects, ""Song of Everlasting Sorrow"" gives the audience a chance to travel back in time to appreciate the love that happened at the foot of Lishan Mountain and the bank of Huaqing pool 1000 years ago, and experience the culture of the flourishing Tang Dynasty."
1702447407-42,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"19. Huaqing Pool9.24.4/516.8k Reviewsbased on 722 reviewNo. 1 of Top Nature Attractions in Xi'anSpringsMuseumsHistorical SitesOldmengshitXi'an, the ancient capital of the 13th Dynasty, the place to check in ～ Linyi, the location of 2 famous attractions, of course, you can't miss... Huaqing Pool, Yang Guifei bathing place, the bathtub is still, the skin is bad; Xi'an incident bullet holes are clearly visible, you can imagine how fierce the battle was!Ready to Use ImmediatelyAvailable TodayCancel Any TimeChina · Xi'anFrom RM 78.30",https://my.trip.com/travel-guide/attraction/xi-an/huaqing-pool-75681/?locale=en-MY&curr=MYR,2,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/2.html/?locale=en-MY&curr=MYR,China,Huaqing Pool,"The Huaqing Palace on the outskirts of Xi'an has been a hot spring bathing resort since ancient times and was also where the Xi'an Incident took place. During Emperor Xuanzong's reign in Tang Dynasty, it was a bathing place for the royal family and court ministers. Now, you can visit the royal pools of Tang Xuanzong and Yang Guifei, named Lotus Pool and Haitang Pool respectively. In 1936, the Xi'an Incident took place and changed China's destiny. In the southern part of the scenic spot, the “five halls” of Chiang Kai-shek’s old residential site were preserved intact, and the bullet marks of the fierce battle are still left on the walls."
1702447416-43,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"18. Jiuzhaigou Scenic Area9.24.7/521.6k Reviewsbased on 4.2k reviewNo. 1 of Top Best Things to Do in Aba PrefectureUNESCO World Heritage - Natural SitesLakesRitameimeiJiuzhaigou National Nature Reserve. People here are called Haizi, and different Haizi have different scenery. There are buses along the road, and the bus takes to the farthest Haizi and walks down slowly to feel the different wind.China · Aba Prefecture",https://my.trip.com/travel-guide/attraction/jiuzhaigou/jiuzhaigou-scenic-area-89895/?locale=en-MY&curr=MYR,2,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/2.html/?locale=en-MY&curr=MYR,China,Jiuzhaigou Scenic Area,"Jiuzhaigou is located in Sichuan's Aba Prefecture. The place got its name because nine villages are located in this valley. Like a world from the fairy tales, Jiuzhaigou is renowned for its water landscapes. There is a saying that after visiting Jiuzhaigou, you will not see any better water landscapes elsewhere.  In some areas of Jiuzhaigou, the elevation is relatively high. Some tourists may experience altitude sickness. When visiting, please do not engage in vigorous exercise."
1702447425-44,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"17. Huangguoshu Waterfall9.24.5/529.2k Reviewsbased on 625 reviewNo. 1 of Top Best Things to Do in GuizhouWaterfallsYuli李彧Asia's first waterfall! One of the must-check-in places for mainland tourism! Summer water season: during the day, the niche route RV camp ➡️ Catholic church ➡️ observation deck ➡️ and then enter the scenic spot (downhill, this entrance is very small). Night tours of Huangguoshu are another feeling. The spectacular scenes of Huangguoshu can only be felt by being immersive. The surrounding area is very popular and distinctive homestays! Worth punching inChina · Anshun",https://my.trip.com/travel-guide/attraction/guanling/huangguoshu-waterfall-79814/?locale=en-MY&curr=MYR,2,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/2.html/?locale=en-MY&curr=MYR,China,Huangguoshu Waterfall,"The Huangguoshu Waterfall was a filming location for the 1986 television production Journey to the West. It gets its name from the “huangguo trees” that grow along the riverbanks. The waterfall is surrounded by lush vegetation, gorges, limestone caves, stone outcroppings, and rock pillars in a classic karst landscape. Centered around Huangguoshu Waterfall, 18 unique waterfalls line this stretch of river. Known for their power, strength, treacherousness, and beauty, they comprise one of the world’s great groups of waterfalls."
1702447435-45,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"16. Mount Hua9.34.7/536.5k Reviewsbased on 1.3k reviewNo. 1 of Top Best Things to Do in HuayinMountain ClimbingTemplesMountainsSSinagaThis is the viral mountain where you can ""walk the plank"" from one of the four peaks to another. Then again, you don't have to do that to get your adrenalin pumping as you hike this mountain. Any fan of Louis Cha (Return of the Condor Heroes series) would be excited to step on this mountain. Also, come very early in the morning if you want to avoid the lengthy queue.China · WeinanWalk-in Price From RM 65.25",https://my.trip.com/travel-guide/attraction/huayin/mount-hua-98212/?locale=en-MY&curr=MYR,2,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/2.html/?locale=en-MY&curr=MYR,China,Mount Hua,"Mount Hua(Huashan), one of China's five sacred mountains is located in Western China, in the territory of Huayin City, 120km away from Xi An. The mountain has five main peaks —a North, South, East, West, and Center. It has a Plank Walk located at South Peak that is considered by many to be one of the most dangerous hikes in the world. Hikers who challenge it will have to traverse paths made up of narrow planks of wood bolted to the side of a cliff, 2000 feet in the air. Even though there are harnesses attached to all hikers challenging the path, the experience is still one of the most thrilling on earth! Besides that, the mountain is also famous for its narrow pathways and steep stairways. If you are someone that is looking for a challenging hike, Huashan is definitely one of the toughest available out there. Just make sure that safety is your utmost priority. Watch your steps and stay alert during the hike!"
1702447443-46,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"Closed at 16:0015. Badaling Great Wall9.34.7/537.3k Reviewsbased on 11.1k reviewNo. 3 of Top Best Things to Do in BeijingHistorical SitesUNESCO World Heritage - Cultural SitesSuki_yau[Wanli Great Wall • Badaling] Today is a good day to climb the Great Wall. Although November is an off-season day for visiting the Great Wall, it is not too light. There are still many people who admire one of the seven wonders of the world - the Great Wall. Although the Great Wall is tiring, I am very happy to come to this land.China · BeijingWalk-in Price From RM 22.84",https://my.trip.com/travel-guide/attraction/beijing/badaling-great-wall-75596/?locale=en-MY&curr=MYR,2,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/2.html/?locale=en-MY&curr=MYR,China,Badaling Great Wall,"The Great Wall of Badaling in Yanqing, Beijing, is a pass for the Ming Great Wall. As the saying goes, ""you are not a hero until you reach the Great Wall"". Most locals take this spot to be the start of the ascent of the Great Wall. The Badaling Great Wall is the most complete section among the various great walls in Beijing. The total length of this sectionn is 7.5 miles (12 kilometers) with 43 watchtowers, however only 2.3 miles (3.74 kilometers) and 19 watchtowers have been restored and opened to visitors. Compared with other sections, most stairs are not very steep and they are equipped with handrails, so it is a relatively easier climb."
1702447452-47,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"14. Fortifications of Xi'an9.34.6/544.1k Reviewsbased on 7.9k reviewNo. 1 of Top Night Attractions in Xi'anMilitary SitesHistorical SitesTravel EducatorThis is a hike and one that had been undertaken for over 3,000 years. The Great City Wall of X'ian is made up of layer upon layer of dynastic history. Wear hiking boots because ordinary shoes will simply tear off.Take a day to do this as there are interesting towers. Looking closely one can see the ancient and historical graffiti etched into the wall over centuries.China · Xi'an",https://my.trip.com/travel-guide/attraction/xi-an/fortifications-of-xi-an-75686/?locale=en-MY&curr=MYR,2,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/2.html/?locale=en-MY&curr=MYR,China,Fortifications of Xi'an,"Xi'an City Wall is a landmark of this ancient city. The city walls that we see now were built in the early years of the Ming dynasty and they are now more than 600 years old. The walls were built on the foundations of the imperial city of the Tang Dynasty and they are formed together with a series of defensive installments such as moats and turrets. At present, Xi’an City Wall can be accessed by many city gates. Visitors can choose the nearest one to them. The South Gate is the visitor entrance of Xi’an City and is also the city gate with more tourists. Cycling on the ancient walls is a good experience. Riding on the wall overlooking the ancient capital of the thirteenth dynasty, you will have a feeling of travelling through time."
1702447464-48,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,13. Tianmen Mountain9.34.6/523.5k Reviewsbased on 1.3k reviewNo. 1 of Top Best Things to Do in HunanGlass SkywalksMountainsForestsluckyone113Very impressive. Especially climbing the 999 steps to heaven gate. Very nice walkway along the cliff of the mountains.Ready to Use ImmediatelyAvailable TodayChina · ZhangjiajieFrom RM 181.38,https://my.trip.com/travel-guide/attraction/zhangjiajie/tianmen-mountain-10558650/?locale=en-MY&curr=MYR,2,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/2.html/?locale=en-MY&curr=MYR,China,Tianmen Mountain,"Tianmen Mountain National Forest Park is named after the natural wonder “Tianmen Cave”. Tianmen Cave is not actually a cave but a hole in the mountain that formed naturally. It is often filled with fog so climbing the steps to reach Tianmen Cave will give a feeling of ascending into the heavens. During the cable car ride, you can overlook the 99 winding roads and beautiful mountain scenery. The bold can also take a walk along the glass skywalk and experience the thrill of ""walking on air""."
1702447473-49,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"12. Yalong Bay Tropical Paradise Forest Park9.34.5/534.6k Reviewsbased on 277 reviewNo. 2 of Top Nature Attractions in SanyaForestsLizedp01Definitely the highlight of my sanya trip! beautiful scenery, friendly staff and so much fun! I'd avoid the 6D show, not really worth it. also avoid during peak season as walking the rope bridge takes forever. but overall a really really great time!China · Sanya",https://my.trip.com/travel-guide/attraction/sanya/yalong-bay-tropical-paradise-forest-park-89388/?locale=en-MY&curr=MYR,2,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/2.html/?locale=en-MY&curr=MYR,China,Yalong Bay Tropical Paradise Forest Park,"Yalong Bay Tropical Paradise Forest Park is a park unique for its tropical rainforest. It is also the main filming location for the movie “If You Are the One 2”. Here, you can trek through the rainforest, enjoy the company of a variety of orchids, walk on the bridge where Shu Qi once walked, or climb up to the hill overlooking the Yalong Bay to enjoy the magnificent view."
1702447481-50,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"11. Dujiangyan Irrigation System9.34.7/533.8k Reviewsbased on 841 reviewNo. 1 of Top Best Things to Do in DujiangyanWater Conservancy Projects星空夢境The great water conservancy project, it is difficult to imagine how people explored the terrain more than 2,000 years ago could be designed, and it is still in play!Ready to Use ImmediatelyAvailable TodayChina · ChengduFrom RM 52.20",https://my.trip.com/travel-guide/attraction/dujiangyan/dujiangyan-irrigation-system-76447/?locale=en-MY&curr=MYR,2,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/2.html/?locale=en-MY&curr=MYR,China,Dujiangyan Irrigation System,"The Dujiangyan Irrigation System is located along the main branch of the Lancang River, west of Dujiangyan City. It was constructed in the Qin dynasty around 256 BC by Li Bing, Prefecture Chief of Shu County, and his son. It is one of the few ancient Chinese water conservancy projects that has remained preserved and intact. The project consists of three primary works—Yuzui Diverting Embankment, the Feishayan Spillway, and the Baopingkou Water Inlet, and two secondary works which include the Baizhangdi (the thousand-feet dam) and Renzidi (the y-shaped dam). They divide the Yongjiang River into an outer and an inner branch, the former of which is used to divert floods and the latter for irrigation. This has allowed the Western Sichuan plateau to become ""the land of abundance"" as we now know it."
1702447494-51,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"10. Jade Dragon Snow Mountain9.44.5/514.8k Reviewsbased on 695 reviewNo. 1 of Top Best Things to Do in YunnanMountain ClimbingSnow MountainsGlaciers小呆萌家的可乐乐生活Yulong Snow Mountain was visited many years ago. I didn't consider going to Lijiang in July this year. I felt too tossing. On the contrary, I can see the Jade Dragon Snow Mountain completely in the ancient city of Lijiang. It feels good.China · Lijiang",https://my.trip.com/travel-guide/attraction/yulong/jade-dragon-snow-mountain-75919/?locale=en-MY&curr=MYR,,,China,Jade Dragon Snow Mountain,"Jade Dragon Snow Mountain is not far from the ancient city of Lijiang. It is a sacred mountain range of the Naxi people and has 13 interconnected peaks with a breathtaking view. You can take a cablecar up the mountain while observing the vegetation changing from bottom to. The foot of the mountain is a ranch. During the spring season, there will be a large number of flowers blossoming. The Yunshan Ping on the mountain side is regarded by the Naxi people as a romantic place. The of the mountain is covered in snow all year round, and you can absorb the glorious sight of the glaciers when you are up there."
1702447504-52,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"9. Aquaventure Waterpark9.64.9/528.4k Reviewsbased on 254 reviewNo. 1 of Top Family-friendly Attractions in SanyaWater ParksNicoleStanciuThe park boasts loads of cool slides for all ages. But the meanest, most badass of all were these two babies pictured above. The white slide on the left (I forget its name) was thrilling enough with its sharp drop and hair-raising speed. However, it was its blue neighbour, The Aqua Loop, that took the experience to a whole new level.“That was great!” cried Day-Bird.“I’m never doing it again”.Firstly, The Aqua Loop gets you psychologically. You don’t sit down at the top of the slide as you’d expect. Instead, you simply stand on a glass panel in an enclosed elevator-type box. Then the attendant pushes a button and you just plunge into apparent oblivion. From the terrifying sixty seconds or so that followed I recall bouncing off the sides of the tube and gritting my teeth during the loop that tilts at a 360 degree angle. Finally, comes the heart-pounding drop down to ground level.#placetosee #stunningbeach #londontrip #beachparty #boracaytrip  #bangkoktrip  #beijingtrip #tokyotrip #shenzhentrip #sanyatrip #newyortrip ¹#hangzhoutrip #beachlovers #topbeach #placetovisit#bestbeach #travel #perfectbeach #localescapes  #singaporetrip #helloautumn #triptravelguide #triptravel #beachvacation #hotelstaycationChina · Sanya",https://my.trip.com/travel-guide/attraction/sanya/aquaventure-waterpark-44775645/?locale=en-MY&curr=MYR,,,China,Aquaventure Waterpark,"Aquaventure Water Park is a large water park at the Atlantis Hotel in Sanya. There are 15 large slides in the park, as well as a “water fun” playground that is ideal for families with young kids. The most challenging slide is called ""The Leap of Poseidon"", which drops down an almost vertical slide of 25.1 meters and passes through a shark pool tunnel. It is very exciting to feel the shark swimming around you."
1702447514-53,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,8. Sanya Atlantis Resort9.64.6/52.4k ReviewsNo. 2 of Top Best Things to Do in HainanResortsM27***14The location is very good and very convenient. The online ticket inspection is very fast. It does not need to be queued for a long time. The mermaid show is super beautiful. The young lady is super beautiful. There are many types of fish.China · SanyaFree,https://my.trip.com/travel-guide/attraction/sanya/sanya-atlantis-resort-40035962/?locale=en-MY&curr=MYR,,,China,Sanya Atlantis Resort,"Sanya Atlantis Resort is located on the national coast of Haitang Bay in Sanya. It is themed with the mystery of the disappearing Atlantis continent and provides a variety of entertainment and recreation projects. The world enjoys sunshine, splashes and endless joy! The Lost Chambers Aquarium begins a magical adventure and discovers the mysteries of the deep ocean. The Atlantis Dolphin Bay is a habitat home for dolphins, sea lions and other marine mammals carefully built by an international professional design team."
1702447522-54,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"7. Chengdu Research Base of Giant Panda Breeding9.74.6/571.8k Reviewsbased on 6.6k reviewNo. 1 of Top Best Things to Do in SichuanZoosAnonymous UserThere is no on-site ticket sales, buy discounts at trip.com, use the return card to enter the venue directly, the pandas are all cute, each has its own advantages, and play for a day.Ready to Use ImmediatelyAvailable TodayCancel Any TimeChina · ChengduFrom RM 35.89",https://my.trip.com/travel-guide/attraction/chengdu/chengdu-research-base-of-giant-panda-breeding-76342/?locale=en-MY&curr=MYR,,,China,Chengdu Research Base of Giant Panda Breeding,"The Chengdu Research Base of Giant Panda Breeding is located in the northern suburbs of Chengdu, about 10 kilometers away from downtown Chengdu. The facility is famous for the protection and breeding of endangered wild animals that are unique to China. It simulates the natural habitat of the giant pandas, and has lakes, streams, bamboo forests and lawns.  The chance to come into close contact with the giant pandas is a highlight here. Visitors can have a close-up observation of the pandas' living conditions. There is also a ""Panda Villa"", which is a restricted area for the pandas to rest."
1702447534-55,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"6. Wuzhizhou Island9.74.6/543.8k Reviewsbased on 851 reviewNo. 1 of Top Best Things to Do in HainanOutdoor DivingIslands/PeninsulasBeachesSeashoresE27***74Tropical island for water sports enthusiasts, but not necessarily the best for a relaxing time at the beach. If it’s busy, it can be madness. The open shuttle buses play annoying sounds. The ferry is a beautiful journey.Ready to Use ImmediatelyAvailable TodayCancel Any TimeChina · SanyaSave RM 2.61RM 93.96From RM 91.35",https://my.trip.com/travel-guide/attraction/sanya/wuzhizhou-island-10558614/?locale=en-MY&curr=MYR,,,China,Wuzhizhou Island,"Wuzhizhou Island is a neighbouring island close to downtown Sanya that has magnificent scenery.The sea water there is crystal clear and teeming with marine life. The island is a well-known diving spot and it is also a good place for water activities such as Jet Ski rides, parasailing, and a banana-boat cruise. Wuzhizhou Island is well-developed and well-equipped with resort villas, bars, and seafood restaurants. You can stay here for one night to enjoy the beautiful scenery."
1702447543-56,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"5. Hong Kong Disneyland9.84.7/544.4k Reviewsbased on 17.4k reviewNo. 1 of Top Best Things to Do in Hong KongTheme Parks_TI***94Hong Kong Disneyland is very attractive, only listening to music is already very comfortable, if you want to play during the holiday, you must open the door in the morning and enter the venue before 12 o'clock in the morning. I like (adventurer buffet) every time I go, the food quality is very good. Envy friends who can go often, the staff is also very friendly.Available TodayChina · Hong KongSave RM 38.37RM 383.07From RM 344.70",https://my.trip.com/travel-guide/attraction/hong-kong/hong-kong-disneyland-10558849/?locale=en-MY&curr=MYR,,,China,Hong Kong Disneyland,"The heritage of the Walt Disney Company is alive and well at Hong Kong Disneyland. Different from any other Disney property on the planet, Hong Kong Disneyland Resort prides itself on offering a diverse and culturally distinctive Disney experience for guests of all ages. The park is divided into several ""lands"" (themed areas). These include Adventureland, Grizzly Gulch, and Toy Story Land. Throughout the park there are countless restaurants and shops. Disney strives to have something for everyone and it is little wonder why this is one of the most popular attractions in Hong Kong."
1702447552-57,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,4. Emperor Qinshihuang's Mausoleum Site Museum9.84.7/595.8k Reviewsbased on 15k reviewNo. 1 of Top Best Things to Do in ShaanxiMuseumsHistorical SitesDreamer85852nd Time After Visiting This Site 20 Years ago. 3rd site was discovered. Weather was chilling for this period in November. Require winter wear.China · Xi'an,https://my.trip.com/travel-guide/attraction/xi-an/emperor-qinshihuang-s-mausoleum-site-museum-75682/?locale=en-MY&curr=MYR,,,China,Emperor Qinshihuang's Mausoleum Site Museum,"The Museum of Qin Terracotta Warriors and Horses, also known as the Terracotta Army, is located about 1.5 kilometers east of the Mausoleum of the First Qin Emperor and forms part of the extensive necropolis. There were more than a thousand terracotta soldiers unearthed here, each with a different facial expression. Standing before the massive underground army, you will feel the extraordinary might of the Qin Emperor that enabled him to unify six warring states two thousand years ago. The Qin Emperor Ying Zheng began building the mausoleum for himself at the age of 13. Nearly 720000 men and 38 years were required to complete this vast project."
1702447561-58,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"3. Shanghai Disney Resort9.94.7/5231.6k Reviewsbased on 2.3k reviewNo. 1 of Top Best Things to Do in ShanghaiTheme ParksAnonymous UserThe only purpose of coming to Shanghai is Disney. Sure enough, I am really happy. On my birthday, I went in and got a birthday card. Most of the staff will also tell you that I am happy birthday. Everything else gives me a good feeling except that the weather is not 10 points refreshing. Queuing time is not very long. It takes only five to 10 minutes for each game to last only 20 minutes, and finally pick the day in. Maybe because of Monday, watching fireworks is also beautiful, but there will be lampposts blocking if you can't find the best location. The only pity is that I just found out that I can't visit the animal metropolis that will open until December 20th. I am really disappointed.Ready to Use ImmediatelyAvailable TodayChina · ShanghaiSave RM 10.44RM 270.77From RM 260.33",https://my.trip.com/travel-guide/attraction/shanghai/shanghai-disney-resort-13412802/?locale=en-MY&curr=MYR,,,China,Shanghai Disney Resort,"As the first Disney resort in mainland China, Shanghai Disney Resort is a world-class family entertainment destination. It features Shanghai Disneyland Park, an entertainment district, two themed hotels, recreational facilities, a lake, and associated transportation hubs. One unique aspect about Shanghai Disney is the way the park incorporates Chinese tastes into its design. With plenty to do and fun for people of all ages, the Shanghai Disney Resort is certainly one of the city’s premiere attractions."
1702447570-59,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"2. The Palace Museum104.8/5149.1k Reviewsbased on 14.1k reviewNo. 1 of Top Museums & Galleries in BeijingPalacesMuseumsHistorical SitesUNESCO World Heritage - Cultural SitesDanieShae97beautiful place to visit, especially during autumn. the lines may be long but people are willing to help you if you don’t understandChina · BeijingFrom RM 92.11",https://my.trip.com/travel-guide/attraction/beijing/the-palace-museum-75595/?locale=en-MY&curr=MYR,,,China,The Palace Museum,"A vast majority of tourists who visit Beijing for the first time consider the Forbidden City as a place they must see. The Forbidden City, known as Gugong in Mandarin, once served as the imperial palace for 24 emperors during the Ming and Qing dynasties. It is a symbol of ancient China. Although it is no longer China's political centre, you can still feel its former glory once you are within the courtyard and surrounded by the high walls. Its long history has left behind a large amount of precious architecture and cultural relics, making it one of the most important cultural heritage in modern China."
1702447579-60,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"1. Universal Beijing Resort104.5/518.5k Reviewsbased on 23 reviewNo. 1 of Top Best Things to Do in ChinaTheme Parks_TI***gmUniversal Studios is super fun, very suitable for me who want to play and are afraid of excitement, many games that have thought about roller coasters, but add a lot of plots, very exciting, taboo trips and flying over Jurassic are recommended!Available TodayChina · BeijingSave RM 84.49RM 437.14From RM 352.65",https://my.trip.com/travel-guide/attraction/beijing/universal-beijing-resort-31677717/?locale=en-MY&curr=MYR,,,China,Universal Beijing Resort,"Universal Beijing Resort is a highly anticipated theme park destination, including the largest Universal theme park, Universal City Avenue Beijing, and two resort hotels. Universal Beijing Resort combines Chinese cultural elements to create a unique experience. It has seven themed scenic spots, 37 rides and entertainment facilities and landmark attractions, 24 performances, 80 food and beverage outlets and 30 retail outlets."
